"External ID","Code","Description"
"l10n_eu_nace.nace_87_30","87.30","Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s invaliditetom"
"l10n_eu_nace.nace_87_9","87.9","Ostale djelatnosti socijalne skrbi sa smještajem"
"l10n_eu_nace.nace_87_90","87.90","Ostale djelatnosti socijalne skrbi sa smještajem"
"l10n_eu_nace.nace_88","88","Djelatnosti socijalne skrbi bez smještaja"
"l10n_eu_nace.nace_88_1","88.1","Djelatnosti socijalne skrbi bez smještaja za starije osobe i osobe s invaliditetom"
"l10n_eu_nace.nace_88_10","88.10","Djelatnosti socijalne skrbi bez smještaja za starije osobe i osobe s invaliditetom"
"l10n_eu_nace.nace_88_9","88.9","Ostale djelatnosti socijalne skrbi bez smještaja"
"l10n_eu_nace.nace_88_91","88.91","Djelatnosti dnevne skrbi o djeci"
"l10n_eu_nace.nace_88_99","88.99","Ostale djelatnosti socijalne skrbi bez smještaja, d. n."
"l10n_eu_nace.nace_R","R","UMJETNOST, ZABAVA I REKREACIJA"
"l10n_eu_nace.nace_90","90","Kreativne, umjetničke i zabavne djelatnosti"
"l10n_eu_nace.nace_90_0","90.0","Kreativne, umjetničke i zabavne djelatnosti"
"l10n_eu_nace.nace_90_01","90.01","Izvođačka umjetnost"
"l10n_eu_nace.nace_90_02","90.02","Pomoćne djelatnosti u izvođačkoj umjetnosti"
"l10n_eu_nace.nace_90_03","90.03","Umjetničko stvaralaštvo"
"l10n_eu_nace.nace_90_04","90.04","Rad umjetničkih objekata"
"l10n_eu_nace.nace_91","91","Knjižnice, arhivi, muzeji i ostale kulturne djelatnosti"
"l10n_eu_nace.nace_91_0","91.0","Knjižnice, arhivi, muzeji i ostale kulturne djelatnosti"
"l10n_eu_nace.nace_91_01","91.01","Djelatnosti knjižnica i arhiva"
"l10n_eu_nace.nace_91_02","91.02","Djelatnosti muzeja"
"l10n_eu_nace.nace_91_03","91.03","Rad povijesnih mjesta i građevina te sličnih zanimljivosti za posjetitelje"
"l10n_eu_nace.nace_91_04","91.04","Djelatnosti botaničkih i zooloških vrtova i prirodnih rezervata"
"l10n_eu_nace.nace_92","92","Djelatnosti kockanja i klađenja"
"l10n_eu_nace.nace_92_0","92.0","Djelatnosti kockanja i klađenja"
"l10n_eu_nace.nace_92_00","92.00","Djelatnosti kockanja i klađenja"
"l10n_eu_nace.nace_93","93","Sportske djelatnosti te zabavne i rekreacijske djelatnosti"
"l10n_eu_nace.nace_93_1","93.1","Sportske djelatnosti"
"l10n_eu_nace.nace_93_11","93.11","Rad sportskih objekata"
"l10n_eu_nace.nace_93_12","93.12","Djelatnosti sportskih klubova"
"l10n_eu_nace.nace_93_13","93.13","Fitnes centri"
"l10n_eu_nace.nace_93_19","93.19","Ostale sportske djelatnosti"
"l10n_eu_nace.nace_93_2","93.2","Zabavne i rekreacijske djelatnosti"
"l10n_eu_nace.nace_93_21","93.21","Djelatnosti zabavnih i tematskih parkova"
"l10n_eu_nace.nace_93_29","93.29","Ostale zabavne i rekreacijske djelatnosti"
"l10n_eu_nace.nace_S","S","OSTALE USLUŽNE DJELATNOSTI"
"l10n_eu_nace.nace_94","94","Djelatnosti članskih organizacija"
"l10n_eu_nace.nace_94_1","94.1","Djelatnosti poslovnih organizacija, organizacija poslodavaca i strukovnih članskih organizacija"
"l10n_eu_nace.nace_94_11","94.11","Djelatnosti poslovnih organizacija i organizacija poslodavaca"
"l10n_eu_nace.nace_94_12","94.12","Djelatnosti strukovnih članskih organizacija"
"l10n_eu_nace.nace_94_2","94.2","Djelatnosti sindikata"
"l10n_eu_nace.nace_94_20","94.20","Djelatnosti sindikata"
"l10n_eu_nace.nace_94_9","94.9","Djelatnosti ostalih članskih organizacija"
"l10n_eu_nace.nace_94_91","94.91","Djelatnosti vjerskih organizacija"
"l10n_eu_nace.nace_94_92","94.92","Djelatnosti političkih organizacija"
"l10n_eu_nace.nace_94_99","94.99","Djelatnosti ostalih članskih organizacija, d. n."
"l10n_eu_nace.nace_95","95","Popravak računala i predmeta za osobnu uporabu i kućanstvo"
"l10n_eu_nace.nace_95_1","95.1","Popravak računala i komunikacijske opreme"
"l10n_eu_nace.nace_95_11","95.11","Popravak računala i periferne opreme"
"l10n_eu_nace.nace_95_12","95.12","Popravak komunikacijske opreme"
"l10n_eu_nace.nace_95_2","95.2","Popravak predmeta za osobnu uporabu i kućanstvo"
"l10n_eu_nace.nace_95_21","95.21","Popravak elektroničkih uređaja za široku potrošnju"
"l10n_eu_nace.nace_95_22","95.22","Popravak aparata za kućanstvo te opreme za kuću i vrt"
"l10n_eu_nace.nace_95_23","95.23","Popravak obuće i proizvoda od kože"
"l10n_eu_nace.nace_95_24","95.24","Popravak namještaja i pokućstva"
"l10n_eu_nace.nace_95_25","95.25","Popravak satova i nakita"
"l10n_eu_nace.nace_95_29","95.29","Popravak ostalih predmeta za osobnu uporabu i kućanstvo "
"l10n_eu_nace.nace_96","96","Ostale osobne uslužne djelatnosti"
"l10n_eu_nace.nace_96_0","96.0","Ostale osobne uslužne djelatnosti"
"l10n_eu_nace.nace_96_01","96.01","Pranje i kemijsko čišćenje tekstila i krznenih proizvoda"
"l10n_eu_nace.nace_96_02","96.02","Frizerski saloni i saloni za uljepšavanje"
"l10n_eu_nace.nace_96_03","96.03","Pogrebne i srodne djelatnosti"
"l10n_eu_nace.nace_96_04","96.04","Djelatnosti za njegu i održavanje tijela"
"l10n_eu_nace.nace_96_09","96.09","Ostale osobne uslužne djelatnosti, d. n."
"l10n_eu_nace.nace_T","T","DJELATNOSTI KUĆANSTAVA KAO POSLODAVACA; DJELATNOSTI KUĆANSTAVA KOJA PROIZVODE RAZLIČITU ROBU I OBAVLJAJU RAZLIČITE USLUGE ZA VLASTITE POTREBE"
"l10n_eu_nace.nace_97","97","Djelatnosti kućanstava koja zapošljavaju poslugu"
"l10n_eu_nace.nace_97_0","97.0","Djelatnosti kućanstava koja zapošljavaju poslugu"
"l10n_eu_nace.nace_97_00","97.00","Djelatnosti kućanstava koja zapošljavaju poslugu"
"l10n_eu_nace.nace_98","98","Djelatnosti privatnih kućanstava koja proizvode različitu robu i obavljaju različite usluge za vlastite potrebe"
"l10n_eu_nace.nace_98_1","98.1","Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe"
"l10n_eu_nace.nace_98_10","98.10","Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe"
"l10n_eu_nace.nace_98_2","98.2","Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe"
"l10n_eu_nace.nace_98_20","98.20","Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe"
"l10n_eu_nace.nace_U","U","DJELATNOSTI IZVANTERITORIJALNIH ORGANIZACIJA I TIJELA"
"l10n_eu_nace.nace_99","99","Djelatnosti izvanteritorijalnih organizacija i tijela"
"l10n_eu_nace.nace_99_0","99.0","Djelatnosti izvanteritorijalnih organizacija i tijela"
"l10n_eu_nace.nace_99_00","99.00","Djelatnosti izvanteritorijalnih organizacija i tijela"
