"External ID","Code","Description"
"l10n_eu_nace.nace_26","26","Proizvodnja računala te elektroničkih i optičkih proizvoda"
"l10n_eu_nace.nace_26_1","26.1","Proizvodnja elektroničkih komponenata i ploča"
"l10n_eu_nace.nace_26_11","26.11","Proizvodnja elektroničkih komponenata "
"l10n_eu_nace.nace_26_12","26.12","Proizvodnja punih elektroničkih ploča"
"l10n_eu_nace.nace_26_2","26.2","Proizvodnja računala i periferne opreme"
"l10n_eu_nace.nace_26_20","26.20","Proizvodnja računala i periferne opreme"
"l10n_eu_nace.nace_26_3","26.3","Proizvodnja komunikacijske opreme"
"l10n_eu_nace.nace_26_30","26.30","Proizvodnja komunikacijske opreme"
"l10n_eu_nace.nace_26_4","26.4","Proizvodnja elektroničkih uređaja za široku potrošnju"
"l10n_eu_nace.nace_26_40","26.40","Proizvodnja elektroničkih uređaja za široku potrošnju"
"l10n_eu_nace.nace_26_5","26.5","Proizvodnja instrumenata i aparata za mjerenje, ispitivanje i navigaciju; proizvodnja satova "
"l10n_eu_nace.nace_26_51","26.51","Proizvodnja instrumenata i aparata za mjerenje, ispitivanje i navigaciju"
"l10n_eu_nace.nace_26_52","26.52","Proizvodnja satova "
"l10n_eu_nace.nace_26_6","26.6","Proizvodnja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
"l10n_eu_nace.nace_26_60","26.60","Proizvodnja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
"l10n_eu_nace.nace_26_7","26.7","Proizvodnja optičkih instrumenata i fotografske opreme"
"l10n_eu_nace.nace_26_70","26.70","Proizvodnja optičkih instrumenata i fotografske opreme"
"l10n_eu_nace.nace_26_8","26.8","Proizvodnja magnetskih i optičkih medija"
"l10n_eu_nace.nace_26_80","26.80","Proizvodnja magnetskih i optičkih medija"
"l10n_eu_nace.nace_27","27","Proizvodnja električne opreme"
"l10n_eu_nace.nace_27_1","27.1","Proizvodnja elektromotora, generatora, transformatora te uređaja za distribuciju i kontrolu električne energije"
"l10n_eu_nace.nace_27_11","27.11","Proizvodnja elektromotora, generatora i transformatora"
"l10n_eu_nace.nace_27_12","27.12","Proizvodnja uređaja za distribuciju i kontrolu električne energije"
"l10n_eu_nace.nace_27_2","27.2","Proizvodnja baterija i akumulatora"
"l10n_eu_nace.nace_27_20","27.20","Proizvodnja baterija i akumulatora"
"l10n_eu_nace.nace_27_3","27.3","Proizvodnja žice i elektroinstalacijskog materijala"
"l10n_eu_nace.nace_27_31","27.31","Proizvodnja kablova od optičkih vlakana"
"l10n_eu_nace.nace_27_32","27.32","Proizvodnja ostalih elektroničkih i električnih žica i kablova"
"l10n_eu_nace.nace_27_33","27.33","Proizvodnja elektroinstalacijskog materijala"
"l10n_eu_nace.nace_27_4","27.4","Proizvodnja električne opreme za rasvjetu"
"l10n_eu_nace.nace_27_40","27.40","Proizvodnja električne opreme za rasvjetu"
"l10n_eu_nace.nace_27_5","27.5","Proizvodnja aparata za kućanstvo"
"l10n_eu_nace.nace_27_51","27.51","Proizvodnja električnih aparata za kućanstvo"
"l10n_eu_nace.nace_27_52","27.52","Proizvodnja neelektričnih aparata za kućanstvo"
"l10n_eu_nace.nace_27_9","27.9","Proizvodnja ostale električne opreme"
"l10n_eu_nace.nace_27_90","27.90","Proizvodnja ostale električne opreme"
"l10n_eu_nace.nace_28","28","Proizvodnja strojeva i uređaja, d. n. "
"l10n_eu_nace.nace_28_1","28.1","Proizvodnja strojeva za opće namjene"
"l10n_eu_nace.nace_28_11","28.11","Proizvodnja motora i turbina, osim motora za zrakoplove i motorna vozila"
"l10n_eu_nace.nace_28_12","28.12","Proizvodnja hidrauličnih pogonskih uređaja"
"l10n_eu_nace.nace_28_13","28.13","Proizvodnja ostalih crpki i kompresora"
"l10n_eu_nace.nace_28_14","28.14","Proizvodnja ostalih slavina i ventila"
"l10n_eu_nace.nace_28_15","28.15","Proizvodnja ležajeva, prijenosnika te prijenosnih i pogonskih elemenata"
"l10n_eu_nace.nace_28_2","28.2","Proizvodnja ostalih strojeva za opće namjene"
"l10n_eu_nace.nace_28_21","28.21","Proizvodnja peći i plamenika"
"l10n_eu_nace.nace_28_22","28.22","Proizvodnja uređaja za dizanje i prenošenje"
"l10n_eu_nace.nace_28_23","28.23","Proizvodnja uredskih strojeva i opreme (osim proizvodnje računala i periferne opreme)"
"l10n_eu_nace.nace_28_24","28.24","Proizvodnja mehaniziranoga ručnog alata"
"l10n_eu_nace.nace_28_25","28.25","Proizvodnja rashladne i ventilacijske opreme, osim za kućanstvo"
"l10n_eu_nace.nace_28_29","28.29","Proizvodnja ostalih strojeva za opće namjene, d. n."
"l10n_eu_nace.nace_28_3","28.3","Proizvodnja strojeva za poljoprivredu i šumarstvo"
"l10n_eu_nace.nace_28_30","28.30","Proizvodnja strojeva za poljoprivredu i šumarstvo"
"l10n_eu_nace.nace_28_4","28.4","Proizvodnja strojeva za obradu metala i alatnih strojeva"
"l10n_eu_nace.nace_28_41","28.41","Proizvodnja strojeva za obradu metala"
"l10n_eu_nace.nace_28_49","28.49","Proizvodnja ostalih alatnih strojeva"
"l10n_eu_nace.nace_28_9","28.9","Proizvodnja ostalih strojeva za posebne namjene"
"l10n_eu_nace.nace_28_91","28.91","Proizvodnja strojeva za metalurgiju"
"l10n_eu_nace.nace_28_92","28.92","Proizvodnja strojeva za rudnike, kamenolome i građevinarstvo"
"l10n_eu_nace.nace_28_93","28.93","Proizvodnja strojeva za industriju hrane, pića i duhana"
"l10n_eu_nace.nace_28_94","28.94","Proizvodnja strojeva za industriju tekstila, odjeće i kože"
"l10n_eu_nace.nace_28_95","28.95","Proizvodnja strojeva za industriju papira i kartona"
"l10n_eu_nace.nace_28_96","28.96","Proizvodnja strojeva za plastiku i gumu"
"l10n_eu_nace.nace_28_99","28.99","Proizvodnja ostalih strojeva za posebne namjene, d. n."
"l10n_eu_nace.nace_29","29","Proizvodnja motornih vozila, prikolica i poluprikolica"
"l10n_eu_nace.nace_29_1","29.1","Proizvodnja motornih vozila"
"l10n_eu_nace.nace_29_10","29.10","Proizvodnja motornih vozila"
"l10n_eu_nace.nace_29_2","29.2","Proizvodnja karoserija za motorna vozila, prikolica i poluprikolica"
"l10n_eu_nace.nace_29_20","29.20","Proizvodnja karoserija za motorna vozila, prikolica i poluprikolica"
"l10n_eu_nace.nace_29_3","29.3","Proizvodnja dijelova i pribora za motorna vozila "
"l10n_eu_nace.nace_29_31","29.31","Proizvodnja električne i elektroničke opreme za motorna vozila "
"l10n_eu_nace.nace_29_32","29.32","Proizvodnja ostalih dijelova i pribora za motorna vozila "
"l10n_eu_nace.nace_30","30","Proizvodnja ostalih prijevoznih sredstava"
"l10n_eu_nace.nace_30_1","30.1","Gradnja brodova i čamaca"
"l10n_eu_nace.nace_30_11","30.11","Gradnja brodova i plutajućih objekata"
"l10n_eu_nace.nace_30_12","30.12","Gradnja čamaca za razonodu i sportskih čamaca"
"l10n_eu_nace.nace_30_2","30.2","Proizvodnja željezničkih lokomotiva i tračničkih vozila"
"l10n_eu_nace.nace_30_20","30.20","Proizvodnja željezničkih lokomotiva i tračničkih vozila"
"l10n_eu_nace.nace_30_3","30.3","Proizvodnja zrakoplova i svemirskih letjelica te srodnih prijevoznih sredstava i opreme"
"l10n_eu_nace.nace_30_30","30.30","Proizvodnja zrakoplova i svemirskih letjelica te srodnih prijevoznih sredstava i opreme"
"l10n_eu_nace.nace_30_4","30.4","Proizvodnja vojnih borbenih vozila"
"l10n_eu_nace.nace_30_40","30.40","Proizvodnja vojnih borbenih vozila"
"l10n_eu_nace.nace_30_9","30.9","Proizvodnja prijevoznih sredstava, d. n."
"l10n_eu_nace.nace_30_91","30.91","Proizvodnja motocikala"
"l10n_eu_nace.nace_30_92","30.92","Proizvodnja bicikala i invalidskih kolica"
"l10n_eu_nace.nace_30_99","30.99","Proizvodnja ostalih prijevoznih sredstava, d. n. "
"l10n_eu_nace.nace_31","31","Proizvodnja namještaja"
"l10n_eu_nace.nace_31_0","31.0","Proizvodnja namještaja"
"l10n_eu_nace.nace_31_01","31.01","Proizvodnja namještaja za poslovne i prodajne prostore"
"l10n_eu_nace.nace_31_02","31.02","Proizvodnja kuhinjskog namještaja"
"l10n_eu_nace.nace_31_03","31.03","Proizvodnja madraca"
"l10n_eu_nace.nace_31_09","31.09","Proizvodnja ostalog namještaja"
"l10n_eu_nace.nace_32","32","Ostala prerađivačka industrija"
"l10n_eu_nace.nace_32_1","32.1","Proizvodnja nakita, imitacije nakita (bižuterije) i srodnih proizvoda"
"l10n_eu_nace.nace_32_11","32.11","Proizvodnja novca"
"l10n_eu_nace.nace_32_12","32.12","Proizvodnja nakita i srodnih proizvoda"
"l10n_eu_nace.nace_32_13","32.13","Proizvodnja imitacije nakita (bižuterije) i srodnih proizvoda"
"l10n_eu_nace.nace_32_2","32.2","Proizvodnja glazbenih instrumenata"
"l10n_eu_nace.nace_32_20","32.20","Proizvodnja glazbenih instrumenata"
"l10n_eu_nace.nace_32_3","32.3","Proizvodnja sportske opreme"
"l10n_eu_nace.nace_32_30","32.30","Proizvodnja sportske opreme"
"l10n_eu_nace.nace_32_4","32.4","Proizvodnja igara i igračaka"
"l10n_eu_nace.nace_32_40","32.40","Proizvodnja igara i igračaka"
"l10n_eu_nace.nace_32_5","32.5","Proizvodnja medicinskih i stomatoloških instrumenata i pribora"
"l10n_eu_nace.nace_32_50","32.50","Proizvodnja medicinskih i stomatoloških instrumenata i pribora"
"l10n_eu_nace.nace_32_9","32.9","Prerađivačka industrija, d. n."
"l10n_eu_nace.nace_32_91","32.91","Proizvodnja metla i četaka"
"l10n_eu_nace.nace_32_99","32.99","Ostala prerađivačka industrija, d. n. "
"l10n_eu_nace.nace_33","33","Popravak i instaliranje strojeva i opreme"
"l10n_eu_nace.nace_33_1","33.1","Popravak proizvoda od metala, strojeva i opreme"
"l10n_eu_nace.nace_33_11","33.11","Popravak proizvoda od metala"
"l10n_eu_nace.nace_33_12","33.12","Popravak strojeva"
"l10n_eu_nace.nace_33_13","33.13","Popravak elektroničke i optičke opreme"
"l10n_eu_nace.nace_33_14","33.14","Popravak električne opreme"
"l10n_eu_nace.nace_33_15","33.15","Popravak i održavanje brodova i čamaca"
"l10n_eu_nace.nace_33_16","33.16","Popravak i održavanje zrakoplova i svemirskih letjelica"
"l10n_eu_nace.nace_33_17","33.17","Popravak i održavanje ostalih prijevoznih sredstava"
"l10n_eu_nace.nace_33_19","33.19","Popravak ostale opreme"
"l10n_eu_nace.nace_33_2","33.2","Instaliranje industrijskih strojeva i opreme"
"l10n_eu_nace.nace_33_20","33.20","Instaliranje industrijskih strojeva i opreme"
"l10n_eu_nace.nace_D","D","OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA"
"l10n_eu_nace.nace_35","35","Opskrba električnom energijom, plinom, parom i klimatizacija"
"l10n_eu_nace.nace_35_1","35.1","Proizvodnja, prijenos i distribucija električne energije"
"l10n_eu_nace.nace_35_11","35.11","Proizvodnja električne energije"
"l10n_eu_nace.nace_35_12","35.12","Prijenos električne energije"
"l10n_eu_nace.nace_35_13","35.13","Distribucija električne energije"
"l10n_eu_nace.nace_35_14","35.14","Trgovina električnom energijom"
"l10n_eu_nace.nace_35_2","35.2","Proizvodnja plina; distribucija plinovitih goriva distribucijskom mrežom"
"l10n_eu_nace.nace_35_21","35.21","Proizvodnja plina"
"l10n_eu_nace.nace_35_22","35.22","Distribucija plinovitih goriva distribucijskom mrežom"
"l10n_eu_nace.nace_35_23","35.23","Trgovina plinom distribucijskom mrežom"
"l10n_eu_nace.nace_35_3","35.3","Opskrba parom i klimatizacija"
"l10n_eu_nace.nace_35_30","35.30","Opskrba parom i klimatizacija"
"l10n_eu_nace.nace_E","E","OPSKRBA VODOM; UKLANJANJE OTPADNIH VODA, GOSPODARENJE OTPADOM TE DJELATNOSTI SANACIJE OKOLIŠA"
"l10n_eu_nace.nace_36","36","Skupljanje, pročišćavanje i opskrba vodom"
"l10n_eu_nace.nace_36_0","36.0","Skupljanje, pročišćavanje i opskrba vodom"
"l10n_eu_nace.nace_36_00","36.00","Skupljanje, pročišćavanje i opskrba vodom"
"l10n_eu_nace.nace_37","37","Uklanjanje otpadnih voda"
"l10n_eu_nace.nace_37_0","37.0","Uklanjanje otpadnih voda"
"l10n_eu_nace.nace_37_00","37.00","Uklanjanje otpadnih voda"
"l10n_eu_nace.nace_38","38","Skupljanje otpada, djelatnosti obrade i zbrinjavanja otpada; oporaba materijala"
"l10n_eu_nace.nace_38_1","38.1","Skupljanje otpada"
"l10n_eu_nace.nace_38_11","38.11","Skupljanje neopasnog otpada"
"l10n_eu_nace.nace_38_12","38.12","Skupljanje opasnog otpada"
"l10n_eu_nace.nace_38_2","38.2","Obrada i zbrinjavanje otpada"
"l10n_eu_nace.nace_38_21","38.21","Obrada i zbrinjavanje neopasnog otpada"
"l10n_eu_nace.nace_38_22","38.22","Obrada i zbrinjavanje opasnog otpada"
"l10n_eu_nace.nace_38_3","38.3","Oporaba materijala"
"l10n_eu_nace.nace_38_31","38.31","Rastavljanje olupina"
"l10n_eu_nace.nace_38_32","38.32","Oporaba posebno izdvojenih materijala"
"l10n_eu_nace.nace_39","39","Djelatnosti sanacije okoliša te ostale djelatnosti gospodarenja otpadom"
"l10n_eu_nace.nace_39_0","39.0","Djelatnosti sanacije okoliša te ostale djelatnosti gospodarenja otpadom"
"l10n_eu_nace.nace_39_00","39.00","Djelatnosti sanacije okoliša te ostale djelatnosti gospodarenja otpadom"
"l10n_eu_nace.nace_F","F","GRAĐEVINARSTVO"
"l10n_eu_nace.nace_41","41","Gradnja zgrada"
"l10n_eu_nace.nace_41_1","41.1","Organizacija izvedbe projekata za zgrade"
"l10n_eu_nace.nace_41_10","41.10","Organizacija izvedbe projekata za zgrade"
"l10n_eu_nace.nace_41_2","41.2","Gradnja stambenih i nestambenih zgrada"
"l10n_eu_nace.nace_41_20","41.20","Gradnja stambenih i nestambenih zgrada"
"l10n_eu_nace.nace_42","42","Gradnja građevina niskogradnje"
"l10n_eu_nace.nace_42_1","42.1","Gradnja cesta i željezničkih pruga"
"l10n_eu_nace.nace_42_11","42.11","Gradnja cesta i autocesta"
"l10n_eu_nace.nace_42_12","42.12","Gradnja željezničkih pruga i podzemnih željeznica"
"l10n_eu_nace.nace_42_13","42.13","Gradnja mostova i tunela"
"l10n_eu_nace.nace_42_2","42.2","Gradnja cjevovoda, vodova za električnu struju i telekomunikacije"
"l10n_eu_nace.nace_42_21","42.21","Gradnja cjevovoda za tekućine i plinove"
"l10n_eu_nace.nace_42_22","42.22","Gradnja vodova za električnu struju i telekomunikacije"
"l10n_eu_nace.nace_42_9","42.9","Gradnja ostalih građevina niskogradnje"
"l10n_eu_nace.nace_42_91","42.91","Gradnja vodnih građevina"
"l10n_eu_nace.nace_42_99","42.99","Gradnja ostalih građevina niskogradnje, d. n."
"l10n_eu_nace.nace_43","43","Specijalizirane građevinske djelatnosti"
"l10n_eu_nace.nace_43_1","43.1","Uklanjanje građevina i pripremni radovi na gradilištu"
"l10n_eu_nace.nace_43_11","43.11","Uklanjanje građevina"
"l10n_eu_nace.nace_43_12","43.12","Pripremni radovi na gradilištu"
"l10n_eu_nace.nace_43_13","43.13","Pokusno bušenje i sondiranje terena za gradnju"
"l10n_eu_nace.nace_43_2","43.2","Elektroinstalacijski radovi, uvođenje instalacija vodovoda, kanalizacije i plina i ostali građevinski instalacijski radovi "
"l10n_eu_nace.nace_43_21","43.21","Elektroinstalacijski radovi"
"l10n_eu_nace.nace_43_22","43.22","Uvođenje instalacija vodovoda, kanalizacije i plina i instalacija za grijanje i klimatizaciju"
"l10n_eu_nace.nace_43_29","43.29","Ostali građevinski instalacijski radovi"
"l10n_eu_nace.nace_43_3","43.3","Završni građevinski radovi"
"l10n_eu_nace.nace_43_31","43.31","Fasadni i štukaturski radovi"
"l10n_eu_nace.nace_43_32","43.32","Ugradnja stolarije"
"l10n_eu_nace.nace_43_33","43.33","Postavljanje podnih i zidnih obloga"
"l10n_eu_nace.nace_43_34","43.34","Soboslikarski i staklarski radovi"
"l10n_eu_nace.nace_43_39","43.39","Ostali završni građevinski radovi"
"l10n_eu_nace.nace_43_9","43.9","Ostale specijalizirane građevinske djelatnosti"
"l10n_eu_nace.nace_43_91","43.91","Radovi na krovištu"
"l10n_eu_nace.nace_43_99","43.99","Ostale specijalizirane građevinske djelatnosti, d. n."
"l10n_eu_nace.nace_G","G","TRGOVINA NA VELIKO I NA MALO; POPRAVAK MOTORNIH VOZILA I MOTOCIKALA"
"l10n_eu_nace.nace_45","45","Trgovina na veliko i na malo motornim vozilima i motociklima; popravak motornih vozila i motocikala"
"l10n_eu_nace.nace_45_1","45.1","Trgovina motornim vozilima"
"l10n_eu_nace.nace_45_11","45.11","Trgovina automobilima i motornim vozilima lake kategorije "
"l10n_eu_nace.nace_45_19","45.19","Trgovina ostalim motornim vozilima"
"l10n_eu_nace.nace_45_2","45.2","Održavanje i popravak motornih vozila"
"l10n_eu_nace.nace_45_20","45.20","Održavanje i popravak motornih vozila"
"l10n_eu_nace.nace_45_3","45.3","Trgovina dijelovima i priborom za motorna vozila"
"l10n_eu_nace.nace_45_31","45.31","Trgovina na veliko dijelovima i priborom za motorna vozila "
"l10n_eu_nace.nace_45_32","45.32","Trgovina na malo dijelovima i priborom za motorna vozila"
"l10n_eu_nace.nace_45_4","45.4","Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak motocikala"
"l10n_eu_nace.nace_45_40","45.40","Trgovina motociklima, dijelovima i priborom za motocikle te održavanje i popravak motocikala"
"l10n_eu_nace.nace_46","46","Trgovina na veliko, osim trgovine motornim vozilima i motociklima"
"l10n_eu_nace.nace_46_1","46.1","Trgovina na veliko uz naplatu ili na osnovi ugovora"
"l10n_eu_nace.nace_46_11","46.11","Posredovanje u trgovini poljoprivrednim sirovinama, živom stokom, tekstilnim sirovinama i poluproizvodima"
"l10n_eu_nace.nace_46_12","46.12","Posredovanje u trgovini gorivima, rudama, metalima i industrijskim kemijskim proizvodima"
"l10n_eu_nace.nace_46_13","46.13","Posredovanje u trgovini drvom i građevinskim materijalom"
"l10n_eu_nace.nace_46_14","46.14","Posredovanje u trgovini strojevima, industrijskom opremom, brodovima i zrakoplovima"
"l10n_eu_nace.nace_46_15","46.15","Posredovanje u trgovini namještajem, proizvodima za kućanstvo i željeznom robom"
"l10n_eu_nace.nace_46_16","46.16","Posredovanje u trgovini tekstilom, odjećom, krznom, obućom i kožnim proizvodima"
"l10n_eu_nace.nace_46_17","46.17","Posredovanje u trgovini hranom, pićima i duhanom"
"l10n_eu_nace.nace_46_18","46.18","Posredovanje u trgovini specijaliziranoj za određene proizvode "
"l10n_eu_nace.nace_46_19","46.19","Posredovanje u trgovini raznovrsnim proizvodima"
"l10n_eu_nace.nace_46_2","46.2","Trgovina na veliko poljoprivrednim sirovinama i živom stokom"
"l10n_eu_nace.nace_46_21","46.21","Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stočnom hranom"
"l10n_eu_nace.nace_46_22","46.22","Trgovina na veliko cvijećem i sadnicama"
"l10n_eu_nace.nace_46_23","46.23","Trgovina na veliko živom stokom"
"l10n_eu_nace.nace_46_24","46.24","Trgovina na veliko sirovim i štavljenim kožama"
"l10n_eu_nace.nace_46_3","46.3","Trgovina na veliko hranom, pićima i duhanom"
"l10n_eu_nace.nace_46_31","46.31","Trgovina na veliko voćem i povrćem"
"l10n_eu_nace.nace_46_32","46.32","Trgovina na veliko mesom i mesnim proizvodima"
"l10n_eu_nace.nace_46_33","46.33","Trgovina na veliko mlijekom, mliječnim proizvodima, jajima, jestivim uljima i mastima"
"l10n_eu_nace.nace_46_34","46.34","Trgovina na veliko pićima"
"l10n_eu_nace.nace_46_35","46.35","Trgovina na veliko duhanskim proizvodima"
"l10n_eu_nace.nace_46_36","46.36","Trgovina na veliko šećerom, čokoladom i bombonima"
"l10n_eu_nace.nace_46_37","46.37","Trgovina na veliko kavom, čajem, kakaom i začinima"
"l10n_eu_nace.nace_46_38","46.38","Trgovina na veliko ostalom hranom uključujući ribe, rakove i školjke"
"l10n_eu_nace.nace_46_39","46.39","Nespecijalizirana trgovina na veliko hranom, pićima i duhanskim proizvodima"
"l10n_eu_nace.nace_46_4","46.4","Trgovina na veliko proizvodima za kućanstvo"
"l10n_eu_nace.nace_46_41","46.41","Trgovina na veliko tekstilom"
"l10n_eu_nace.nace_46_42","46.42","Trgovina na veliko odjećom i obućom"
"l10n_eu_nace.nace_46_43","46.43","Trgovina na veliko električnim aparatima za kućanstvo"
"l10n_eu_nace.nace_46_44","46.44","Trgovina na veliko porculanom, staklom i sredstvima za čišćenje"
"l10n_eu_nace.nace_46_45","46.45","Trgovina na veliko parfemima i kozmetikom"
"l10n_eu_nace.nace_46_46","46.46","Trgovina na veliko farmaceutskim proizvodima"
"l10n_eu_nace.nace_46_47","46.47","Trgovina na veliko namještajem, sagovima i opremom za rasvjetu"
"l10n_eu_nace.nace_46_48","46.48","Trgovina na veliko satovima i nakitom"
"l10n_eu_nace.nace_46_49","46.49","Trgovina na veliko ostalim proizvodima za kućanstvo"
"l10n_eu_nace.nace_46_5","46.5","Trgovina na veliko informacijsko-komunikacijskom opremom
"
"l10n_eu_nace.nace_46_51","46.51","Trgovina na veliko računalima, perifernom opremom i softverom"
"l10n_eu_nace.nace_46_52","46.52","Trgovina na veliko elektroničkim i telekomunikacijskim dijelovima i opremom"
"l10n_eu_nace.nace_46_6","46.6","Trgovina na veliko ostalim strojevima, opremom i priborom"
"l10n_eu_nace.nace_46_61","46.61","Trgovina na veliko poljoprivrednim strojevima, opremom i priborom"
"l10n_eu_nace.nace_46_62","46.62","Trgovina na veliko alatnim strojevima"
"l10n_eu_nace.nace_46_63","46.63","Trgovina na veliko strojevima za rudnike i građevinarstvo"
"l10n_eu_nace.nace_46_64","46.64","Trgovina na veliko strojevima za tekstilnu industriju te strojevima za šivanje i pletenje"
"l10n_eu_nace.nace_46_65","46.65","Trgovina na veliko uredskim namještajem"
"l10n_eu_nace.nace_46_66","46.66","Trgovina na veliko ostalim uredskim strojevima i opremom"
"l10n_eu_nace.nace_46_69","46.69","Trgovina na veliko ostalim strojevima i opremom"
"l10n_eu_nace.nace_46_7","46.7","Ostala specijalizirana trgovina na veliko"
"l10n_eu_nace.nace_46_71","46.71","Trgovina na veliko krutim, tekućim i plinovitim gorivima i srodnim proizvodima"
"l10n_eu_nace.nace_46_72","46.72","Trgovina na veliko metalima i metalnim rudama"
"l10n_eu_nace.nace_46_73","46.73","Trgovina na veliko drvom, građevinskim materijalom i sanitarnom opremom"
"l10n_eu_nace.nace_46_74","46.74","Trgovina na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje"
"l10n_eu_nace.nace_46_75","46.75","Trgovina na veliko kemijskim proizvodima"
"l10n_eu_nace.nace_46_76","46.76","Trgovina na veliko ostalim poluproizvodima"
"l10n_eu_nace.nace_46_77","46.77","Trgovina na veliko ostacima i otpacima"
"l10n_eu_nace.nace_46_9","46.9","Nespecijalizirana trgovina na veliko "
"l10n_eu_nace.nace_46_90","46.90","Nespecijalizirana trgovina na veliko "
"l10n_eu_nace.nace_47","47","Trgovina na malo, osim trgovine motornim vozilima i motociklima"
"l10n_eu_nace.nace_47_1","47.1","Trgovina na malo u nespecijaliziranim prodavaonicama "
"l10n_eu_nace.nace_47_11","47.11","Trgovina na malo u nespecijaliziranim prodavaonicama pretežno hranom, pićima i duhanskim proizvodima "
"l10n_eu_nace.nace_47_19","47.19","Ostala trgovina na malo u nespecijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_2","47.2","Trgovina na malo hranom, pićima i duhanskim proizvodima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_21","47.21","Trgovina na malo voćem i povrćem u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_22","47.22","Trgovina na malo mesom i mesnim proizvodima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_23","47.23","Trgovina na malo ribama, rakovima i školjkama u
specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_24","47.24","Trgovina na malo kruhom, pecivom, kolačima, tjesteninama, bombonima i slatkišima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_25","47.25","Trgovina na malo pićima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_26","47.26","Trgovina na malo duhanskim proizvodima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_29","47.29","Ostala trgovina na malo prehrambenim proizvodima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_3","47.3","Trgovina na malo motornim gorivima i mazivima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_30","47.30","Trgovina na malo motornim gorivima i mazivima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_4","47.4","Trgovina na malo informacijsko-komunikacijskom opremom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_41","47.41","Trgovina na malo računalima, perifernim jedinicama i softverom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_42","47.42","Trgovina na malo telekomunikacijskom opremom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_43","47.43","Trgovina na malo audio i videoopremom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_5","47.5","Trgovina na malo ostalom opremom za kućanstvo u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_51","47.51","Trgovina na malo tekstilom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_52","47.52","Trgovina na malo željeznom robom, bojama i staklom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_53","47.53","Trgovina na malo sagovima i prostiračima za pod, zidnim i podnim oblogama u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_54","47.54","Trgovina na malo električnim aparatima za kućanstvo u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_59","47.59","Trgovina na malo namještajem, opremom za rasvjetu i ostalim proizvodima za kućanstvo u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_6","47.6","Trgovina na malo proizvodima za kulturu i rekreaciju u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_61","47.61","Trgovina na malo knjigama u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_62","47.62","Trgovina na malo novinama, papirnatom robom i pisaćim priborom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_63","47.63","Trgovina na malo glazbenim i videozapisima
u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_64","47.64","Trgovina na malo sportskom opremom u
specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_65","47.65","Trgovina na malo igrama i igračkama u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_7","47.7","Trgovina na malo ostalom robom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_71","47.71","Trgovina na malo odjećom u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_72","47.72","Trgovina na malo obućom i proizvodima od kože
u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_73","47.73","Ljekarne "
"l10n_eu_nace.nace_47_74","47.74","Trgovina na malo medicinskim pripravcima i ortopedskim pomagalima u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_75","47.75","Trgovina na malo kozmetičkim i toaletnim proizvodima
u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_76","47.76","Trgovina na malo cvijećem, sadnicama, sjemenjem, gnojivom, kućnim ljubimcima i hranom za kućne ljubimce u specijaliziranim prodavaonicama"
"l10n_eu_nace.nace_47_77","47.77","Trgovina na malo satovima i nakitom u specijaliziranim prodavaonicama"
